"text","group","id","time","partner_id","turn","seller","study","study_group","span","timeFraction"
"I'm interested in purchasing this book and can offer you $250.",100,"58QF4 ","0","NRRBM ",1,0,"two","two_100",0,0
"Too less 350 and its a deal .",100,"NRRBM ","0","58QF4 ",2,1,"two","two_100",10,0.0546448087431694
"What do you mean by ""too less""? ",100,"58QF4 "," 6:43:59 PM ","NRRBM ",3,0,"two","two_100",20,0.109289617486339
"I got it for way more thanthat ",100,"NRRBM "," 6:44:35 PM ","58QF4 ",4,1,"two","two_100",56,0.306010928961749
"So are you saying you'll sell it to me for $350 but not less? ",100,"58QF4 "," 6:45:14 PM ","NRRBM ",5,0,"two","two_100",95,0.519125683060109
"Oh yeah i missed a , over there ",100,"NRRBM "," 6:45:39 PM ","58QF4 ",6,1,"two","two_100",120,0.655737704918033
"If that's the case, then OK.  I'll pay $350 and I hope we've made a deal. ",100,"58QF4 "," 6:46:25 PM ","NRRBM ",7,0,"two","two_100",166,0.907103825136612
"Great we have  deal ! ",100,"NRRBM "," 6:46:42 PM ","58QF4 ",8,1,"two","two_100",183,1
"I would like to buy the book for $250, please :)",101,"GK7PQ ","0","775TW ",1,0,"two","two_101",0,0
"I appreciate your interest, but the book is one of a kind and worth $800 in the market. It would be hard for me to let it go for less than $500. What is the highest you can pay?",101,"775TW ","0","GK7PQ ",2,1,"two","two_101",10,0.0806451612903226
"The highest I can pay for the book would be around $420. ",101,"GK7PQ "," 6:45:51 PM ","775TW ",3,0,"two","two_101",20,0.161290322580645
"Hmm. How about $450? Does that seem fair? ",101,"775TW "," 6:46:29 PM ","GK7PQ ",4,1,"two","two_101",58,0.467741935483871
"The highest i ||*i'll go is 445. ",101,"GK7PQ "," 6:46:45 PM ","775TW ",5,0,"two","two_101",74,0.596774193548387
"Ok. Agreed, I will sell it to you for $445. ",101,"775TW "," 6:47:21 PM ","GK7PQ ",6,1,"two","two_101",110,0.887096774193548
"Thank you! ",101,"GK7PQ "," 6:47:35 PM ","775TW ",7,0,"two","two_101",124,1
"Hello, I wanna buy this book and here is 250$. Thank you.",102,"J7U8F ","0","33BJN ",1,0,"two","two_102",0,0
"I'm glad you're interested in the book.  It's really one of kind.  It's beautifully bounded and is the 1846 edition with 4 colored engraved plates which was rare for this time period.  This book goes for $800 but I'd be willing to let you have it for $500",102,"33BJN ","0","J7U8F ",2,1,"two","two_102",10,0.0180505415162455
"Good afternoon, I see that you're interested in this book ",102,"33BJN "," 7:16:11 PM ","J7U8F ",3,1,"two","two_102",20,0.036101083032491
"Hello, I am interested in purchasing this book. I see that there is a sale running over here ",102,"J7U8F "," 7:17:08 PM ","33BJN ",4,0,"two","two_102",77,0.13898916967509
"Yes I'm selling various one of a kind pieces ",102,"33BJN "," 7:17:36 PM ","J7U8F ",5,1,"two","two_102",105,0.189530685920578
"Cool. I am interested in this one.  I see that this is quoted at 500$. I am ready to pay 300$ cash for this book right away. ",102,"J7U8F "," 7:18:51 PM ","33BJN ",6,0,"two","two_102",180,0.324909747292419
"that's a great starting point, it is quoted at $500 because of all the interests it's gathered.  These usually sell for up to $800.  But you seem like you would really appreciate this piece so I'll go down to $450 cash ",102,"33BJN "," 7:20:36 PM ","J7U8F ",7,1,"two","two_102",285,0.514440433212996
"I need to board a flight to Chicago and on my way to the airport I saw this sale over here. I have 300$ cash handy and I am kind of in a hurry. But I'd definitely love to have this book. I can pay you 325$ right away. ",102,"J7U8F "," 7:22:13 PM ","33BJN ",8,0,"two","two_102",382,0.689530685920578
"I'm sorry I can't let it go for that price.  I'd be losing money.  $450 is the lowest I can go. ||This is truly a one of a kind book ",102,"33BJN "," 7:23:25 PM ","J7U8F ",9,1,"two","two_102",454,0.819494584837545
"Let's stick with 375$. I'll have to rush to the atm for it. Please, I'm in a hurry and I don't want to lose this book ",102,"J7U8F "," 7:24:27 PM ","33BJN ",10,0,"two","two_102",516,0.931407942238267
"$400 but that's it ",102,"33BJN "," 7:24:42 PM ","J7U8F ",11,1,"two","two_102",531,0.958483754512635
"okay cool. Thank you ",102,"J7U8F "," 7:24:51 PM ","33BJN ",12,0,"two","two_102",540,0.974729241877256
"you can pay me via Venmo ||you can pay me via Venmo ",102,"33BJN "," 7:24:54 PM ","J7U8F ",13,1,"two","two_102",543,0.98014440433213
"400$ it is then ",102,"J7U8F "," 7:25:05 PM ","33BJN ",14,0,"two","two_102",554,1
"I'll pay $250 for the book",103,"EWSYP ","0","TEW5C ",1,0,"two","two_103",0,0
"This is an 1846 print with four color engraved plates and a decorated spine. As a fellow collector, you can appreciate its value. Dickens is one of my favorites and it is very dear to my heart. I want it to find a great home. It is a rare item that I would be happy to sell to you at $350.",103,"TEW5C ","0","EWSYP ",2,1,"two","two_103",10,0.0190839694656489
"Hello ",103,"TEW5C "," 7:19:30 PM ","EWSYP ",3,1,"two","two_103",20,0.0381679389312977
"I'm willing to pay up to $275 ",103,"EWSYP "," 7:20:05 PM ","TEW5C ",4,0,"two","two_103",55,0.104961832061069
"I can bring the price down and would be happy to discuss the item. I am already losing money on this sale, but would be willing to go to $325. ",103,"TEW5C "," 7:21:19 PM ","EWSYP ",5,1,"two","two_103",129,0.24618320610687
"$300 is my last offer ",103,"EWSYP "," 7:21:58 PM ","TEW5C ",6,0,"two","two_103",168,0.320610687022901
"I am willing to consider going lower for the right buyer. What brings your interest in this book? ",103,"TEW5C "," 7:23:19 PM ","EWSYP ",7,1,"two","two_103",249,0.475190839694656
"As a child, I was given a set of Dicken's books. The only book I am missing is this one.  I'd like to complete that set but I also can't break the bank for it. I'd like to complete the set but I've got a lot of student loans. Thats why $300 is the highest I can go. ",103,"EWSYP "," 7:25:42 PM ","TEW5C ",8,0,"two","two_103",392,0.748091603053435
"Ah, I see this book will be going to a worthy home. I would be happy to sell it to you for $300, but request that promise to keep the set complete and not sell it later on. ",103,"TEW5C "," 7:27:17 PM ","EWSYP ",9,1,"two","two_103",487,0.929389312977099
"Wow! Thanks I really appreciarte it. You're a stellar person! ",103,"EWSYP "," 7:27:54 PM ","TEW5C ",10,0,"two","two_103",524,1
"Honestly, They have given me $350 in my bank account from which $50 is my emergency fund ||So I would like to get it in 300$ ||How much you are expecting to get from that book? ",104,"JRNTA "," 7:17:08 PM ","KN5HH ",3,0,"two","two_104",20,0.0809716599190283
"325? ",104,"KN5HH "," 7:17:43 PM ","JRNTA ",4,1,"two","two_104",55,0.222672064777328
"i cannot use my emergency fund ",104,"JRNTA "," 7:18:11 PM ","KN5HH ",5,0,"two","two_104",83,0.336032388663968
"But it is invery good condition ",104,"KN5HH "," 7:18:35 PM ","JRNTA ",6,1,"two","two_104",107,0.433198380566802
"But I can pay all 300 which I am suppose to use ||I dont want to save anything from that ||So you can also get profit ",104,"JRNTA "," 7:18:37 PM ","KN5HH ",7,0,"two","two_104",109,0.441295546558704
"a small profit ",104,"KN5HH "," 7:19:20 PM ","JRNTA ",8,1,"two","two_104",152,0.615384615384615
"ya that is right but i can't do anything ||I am using my all money ||to buy this book ",104,"JRNTA "," 7:19:29 PM ","KN5HH ",9,0,"two","two_104",161,0.651821862348178
"You will really enjoy the book ",104,"KN5HH "," 7:19:59 PM ","JRNTA ",10,1,"two","two_104",191,0.773279352226721
"Ya I understand that ||Let's say 310 ||Are you agree with that? ",104,"JRNTA "," 7:20:09 PM ","KN5HH ",11,0,"two","two_104",201,0.813765182186235
"OK ",104,"KN5HH "," 7:20:31 PM ","JRNTA ",12,1,"two","two_104",223,0.902834008097166
"Ok. Let's agree on $310 ",104,"JRNTA "," 7:20:45 PM ","KN5HH ",13,0,"two","two_104",237,0.959514170040486
"done ",104,"KN5HH "," 7:20:55 PM ","JRNTA ",14,1,"two","two_104",247,1
"Hi, this is a lovely afternoon and it is really nice to meet you. I was passing by and realised you have a copy of the Christmas Carol by Dickens. would you be interested in selling to me? I am  willing to pay you 250$ which is a great price",105,"JKEVZ ","0","STQXD ",1,0,"two","two_105",0,0
"Thanks  for your message.  It is antique item and I would be willing to drop the price to $350 for you.",105,"STQXD ","0","JKEVZ ",2,1,"two","two_105",10,0.0418410041841004
"Do you think that $350 is a fair price? ",105,"STQXD "," 7:19:44 PM ","JKEVZ ",3,1,"two","two_105",20,0.0836820083682008
"hi, thank you for the price you quoted. But i feel it is on the higher side even for an antique item. I am willing to negotitate upto 300 dollars. ",105,"JKEVZ "," 7:20:40 PM ","STQXD ",4,0,"two","two_105",76,0.317991631799163
"320? ",105,"STQXD "," 7:21:22 PM ","JKEVZ ",5,1,"two","two_105",118,0.493723849372385
"ok..i guess we can finalise on 320$. I will be glad to buy the book for 320$ ",105,"JKEVZ "," 7:22:25 PM ","STQXD ",6,0,"two","two_105",181,0.757322175732218
"Enjoy!!! ",105,"STQXD "," 7:22:38 PM ","JKEVZ ",7,1,"two","two_105",194,0.811715481171548
"thank you. I am happy to have purchased this book from you. have a good day. ",105,"JKEVZ "," 7:23:23 PM ","STQXD ",8,0,"two","two_105",239,1
"hii...how are u???i want to buy this  called cristmas carol... $250 would be okay???what do you think??",107,"5YPNK ","0","HDNGF ",1,0,"two","two_107",0,0
"Hello! I am great, thank you for asking! This book actually sells on the retail market for about $800 because it is a classic and in beautiful condition, so I am looking for a little higher price. Would you be willing to pay $650 for this rare book? I am happy to tell you more about the great features!",107,"HDNGF ","0","5YPNK ",2,1,"two","two_107",10,0.0163934426229508
"Hi! What do you think about the price I mentioned of $650? This is quite a rare book! ",107,"HDNGF "," 7:49:34 PM ","5YPNK ",3,1,"two","two_107",20,0.0327868852459016
"well as i feel this edition is too old for me....and i think ican give up to 100 dollars more ||so i can give you 350 for this ",107,"5YPNK "," 7:49:50 PM ","HDNGF ",4,0,"two","two_107",36,0.059016393442623
"It was published almost 150 years ago, which makes it worth even more. What do you think about $600? ",107,"HDNGF "," 7:51:04 PM ","5YPNK ",5,1,"two","two_107",110,0.180327868852459
"well i am having two books related to this edition only ||and I can get upto $1200 for them ||still I want to buy this book ",107,"5YPNK "," 7:51:39 PM ","HDNGF ",6,0,"two","two_107",145,0.237704918032787
"It has a beautiful cover made of burgundy leather with a decorative spine! ||Perfect for your collection I'm sure ",107,"HDNGF "," 7:52:24 PM ","5YPNK ",7,1,"two","two_107",190,0.311475409836066
"so i feel 350dollars would be a great bdeal ||yess I agree with that but still it is very old as i mentioned ||for me to grab it $350 would be a great deal ",107,"5YPNK "," 7:52:32 PM ","HDNGF ",8,0,"two","two_107",198,0.324590163934426
"This book is worth at least $500 on the market, though, so I feel that would not be enough. You would be getting it at a bargain price for $450. I can sell it to you for $450 ||That is as low as I can go, though, since as I said it is worth $800 ",107,"HDNGF "," 7:53:31 PM ","5YPNK ",9,1,"two","two_107",257,0.421311475409836
"well dwear i Already increased my amount by $100 before ||ican buy it in $7400?? ",107,"5YPNK "," 7:54:09 PM ","HDNGF ",10,0,"two","two_107",295,0.483606557377049
"what? ",107,"HDNGF "," 7:55:04 PM ","5YPNK ",11,1,"two","two_107",350,0.573770491803279
"well againh i increased my amount by 50. ||sorry...400 ||in $400 ||deal?? ",107,"5YPNK "," 7:55:06 PM ","HDNGF ",12,0,"two","two_107",352,0.577049180327869
"can we agree on 440? as a compromise? ||i mean 450 ||or 440. since I made a mistake typing ",107,"HDNGF "," 7:55:40 PM ","5YPNK ",13,1,"two","two_107",386,0.632786885245902
"$430??/ ",107,"5YPNK "," 7:56:00 PM ","HDNGF ",14,0,"two","two_107",406,0.665573770491803
"440 final offer ",107,"HDNGF "," 7:56:09 PM ","5YPNK ",15,1,"two","two_107",415,0.680327868852459
"THATS THE LAST PRICE DEAR ||I will be not able top pay more than that,,... ",107,"5YPNK "," 7:56:14 PM ","HDNGF ",16,0,"two","two_107",420,0.688524590163934
"more than 440? ",107,"HDNGF "," 7:56:43 PM ","5YPNK ",17,1,"two","two_107",449,0.736065573770492
"i started with $250. ",107,"5YPNK "," 7:56:44 PM ","HDNGF ",18,0,"two","two_107",450,0.737704918032787
"and i started with 650 ||so 450 would be the middle point of compromise ",107,"HDNGF "," 7:57:00 PM ","5YPNK ",19,1,"two","two_107",466,0.763934426229508
"$430 is perfect ||come on I am the only person who has the old two editions of this book ||you will not find anyone else ",107,"5YPNK "," 7:57:08 PM ","HDNGF ",20,0,"two","two_107",474,0.777049180327869
"then all the more reason you should take my offer ",107,"HDNGF "," 7:58:01 PM ","5YPNK ",21,1,"two","two_107",527,0.863934426229508
"as it is too old ",107,"5YPNK "," 7:58:04 PM ","HDNGF ",22,0,"two","two_107",530,0.868852459016393
"fine 330 ",107,"HDNGF "," 7:58:31 PM ","5YPNK ",23,1,"two","two_107",557,0.913114754098361
"hardly someone would have two other editions ||all right $330 is perfect ||so its a deal right?? ",107,"5YPNK "," 7:58:34 PM ","HDNGF ",24,0,"two","two_107",560,0.918032786885246
"yes ",107,"HDNGF "," 7:59:24 PM ","5YPNK ",25,1,"two","two_107",610,1
"This book does not have a wide market, so I will offer you $250 for it. ",108,"8HF2Q ","0","6RSAK ",1,0,"two","two_108",0,0
"This particular copy is quite hard to come by, a beautiful version of a classic book, and rarely goes for that low when offered. I can let it go for $350.",108,"6RSAK ","0","8HF2Q ",2,1,"two","two_108",10,0.0230414746543779
"I disagree, it does not value that much. I will offer $280. ",108,"8HF2Q "," 7:45:46 PM ","6RSAK ",3,0,"two","two_108",20,0.0460829493087558
"I have had higher offers already online, but preferred to come here to see what would happen in person. I would give it to you for $340. ",108,"6RSAK "," 7:47:23 PM ","8HF2Q ",4,1,"two","two_108",117,0.269585253456221
"If you had better offers, you would not be here. $290. ",108,"8HF2Q "," 7:48:47 PM ","6RSAK ",5,0,"two","two_108",201,0.463133640552995
"Just before coming here,  I had a buyer at a much higher price who pulled out at the last minute due to personal reasons. I will do $320. ",108,"6RSAK "," 7:50:33 PM ","8HF2Q ",6,1,"two","two_108",307,0.707373271889401
"Well he pulled out - now you have me. I won't go higher than $300. Do we have a deal? ",108,"8HF2Q "," 7:51:23 PM ","6RSAK ",7,0,"two","two_108",357,0.82258064516129
"I can do $300. Deal. ",108,"6RSAK "," 7:52:07 PM ","8HF2Q ",8,1,"two","two_108",401,0.923963133640553
"Thank you for your business. Let's click the button! ",108,"8HF2Q "," 7:52:28 PM ","6RSAK ",9,0,"two","two_108",422,0.972350230414747
"Thank you -- sounds good ",108,"6RSAK "," 7:52:40 PM ","8HF2Q ",10,1,"two","two_108",434,1
"Hi, I see you have Charles Dickens' ""A Christmas Carol"" and I am interested in buying the book. I have been searching for it for a while now, and I am very glad to have found it here. I am willing to give you $250 for it in order to complete my set of 3 volumes. ",109,"VPZVK ","0","UNTES ",1,0,"two","two_109",0,0
"Hi, I appreciate your interest in my book. This edition is nearly 200 years old, and would be a fantastic addition to your collection. Due to its beautifully bound leather decorated spine and illustrated plates, it is worth well more than $250.  Would you be interested in the book for $450?",109,"UNTES ","0","VPZVK ",2,1,"two","two_109",10,0.0150375939849624
"Hi, I am very interested in the book and as I mentioned it would be a great addition to my collection. ||It is hard for me to give you more than 250 because my budget for this interest of mine is not too high. ||But seeing as I understand the value of this particular book, I could be willing to give you 280 ",109,"VPZVK "," 8:19:01 PM ","UNTES ",3,0,"two","two_109",20,0.0300751879699248
"There has been much interest in this book just today, and similar works have been valued at nearly $800. It would be remiss to sell it for so much less than it is worth. ",109,"UNTES "," 8:21:13 PM ","VPZVK ",4,1,"two","two_109",152,0.228571428571429
"I have heard of some being sold for higher prices, but that is why I was glad to find it here, because I know I could afford this particular volume. ||As mentioned, I don't have a lot of money to invest into this particular hobbie of mine. ||What is the least you would be willing to sell it for? ",109,"VPZVK "," 8:23:11 PM ","UNTES ",5,0,"two","two_109",270,0.406015037593985
"Due to its age and condition, I cannot sell it at nearly as low a price point as you have offered. ",109,"UNTES "," 8:24:23 PM ","VPZVK ",6,1,"two","two_109",342,0.514285714285714
"I know you understand how important this finding is to me, and how grateful I would be to being able to buy it. ",109,"VPZVK "," 8:24:40 PM ","UNTES ",7,0,"two","two_109",359,0.53984962406015
"It sounds as though it will be very important for finishing your collection, however you also seem to understand how much the book is worth. ",109,"UNTES "," 8:25:25 PM ","VPZVK ",8,1,"two","two_109",404,0.607518796992481
"Due to the high value that this book has for me, I would be willing to go a little over budget, but unfortunately I can't go to 450 ",109,"VPZVK "," 8:25:42 PM ","UNTES ",9,0,"two","two_109",421,0.633082706766917
"Your appreciation for its value should surely afford you the ability to increase your price point. ",109,"UNTES "," 8:25:57 PM ","VPZVK ",10,1,"two","two_109",436,0.655639097744361
"It certainly does, I would be willing to go to 300 ",109,"VPZVK "," 8:26:20 PM ","UNTES ",11,0,"two","two_109",459,0.690225563909774
"The lowest I can possibly sell this book for is $400 ",109,"UNTES "," 8:26:26 PM ","VPZVK ",12,1,"two","two_109",465,0.699248120300752
"What if I pay 250 this week and promise to come back and pay 100 more next month when I come to acquire another book? ",109,"VPZVK "," 8:27:32 PM ","UNTES ",13,0,"two","two_109",531,0.798496240601504
"I can only accept payment now ",109,"UNTES "," 8:27:45 PM ","VPZVK ",14,1,"two","two_109",544,0.818045112781955
"Then I'll pay 380 hundred for it now ",109,"VPZVK "," 8:28:03 PM ","UNTES ",15,0,"two","two_109",562,0.845112781954887
"400 is my final offer ",109,"UNTES "," 8:28:22 PM ","VPZVK ",16,1,"two","two_109",581,0.873684210526316
"350 and the promise to come back for more? ||390 ",109,"VPZVK "," 8:28:36 PM ","UNTES ",17,0,"two","two_109",595,0.894736842105263
"Again I can only accept payment now ||400 ",109,"UNTES "," 8:28:51 PM ","VPZVK ",18,1,"two","two_109",610,0.917293233082707
"I will not eat these week, but I really want this book. So here are the 400, hope it's worth it and that next time I can get a discount! ",109,"VPZVK "," 8:29:27 PM ","UNTES ",19,0,"two","two_109",646,0.971428571428571
"Thank you! ",109,"UNTES "," 8:29:37 PM ","VPZVK ",20,1,"two","two_109",656,0.986466165413534
"Thank you! ",109,"VPZVK "," 8:29:46 PM ","UNTES ",21,0,"two","two_109",665,1
"Hello ",110,"T3AKE "," 8:18:51 PM ","Y4GP9 ",3,1,"two","two_110",20,0.0602409638554217
"Hi ",110,"Y4GP9 "," 8:19:03 PM ","T3AKE ",4,0,"two","two_110",32,0.0963855421686747
"How much are you willing to pay for the book? ",110,"T3AKE "," 8:19:22 PM ","Y4GP9 ",5,1,"two","two_110",51,0.153614457831325
"What about 325? ",110,"Y4GP9 "," 8:20:05 PM ","T3AKE ",6,0,"two","two_110",94,0.283132530120482
"That's lower than what I bought it for. The book was initially going for $650 and I got it for 350 due to a slight blemish ||But I think the fact that it was a special edition with engraved plates more than makes up for that. ||I'm looking for around 400 ",110,"T3AKE "," 8:20:35 PM ","Y4GP9 ",7,1,"two","two_110",124,0.373493975903614
"The thing is that this book is part of a larger collection of 3 books, the collection itself is valued at around 1200 dollars so if i buy it for 400 then I would be barely breaking even ||whaat about 375? ",110,"Y4GP9 "," 8:22:43 PM ","T3AKE ",8,0,"two","two_110",252,0.759036144578313
"How about 385 then? ",110,"T3AKE "," 8:23:04 PM ","Y4GP9 ",9,1,"two","two_110",273,0.822289156626506
"375 is probably the highest I would go ",110,"Y4GP9 "," 8:23:20 PM ","T3AKE ",10,0,"two","two_110",289,0.870481927710843
"Sorry, didn't see that message ||Yeah I'll do 375 ",110,"T3AKE "," 8:23:27 PM ","Y4GP9 ",11,1,"two","two_110",296,0.891566265060241
"i mean you said so yourself, it has some blemishes ||Sounds great! ",110,"Y4GP9 "," 8:23:34 PM ","T3AKE ",12,0,"two","two_110",303,0.912650602409639
"Alright, cool ",110,"T3AKE "," 8:24:03 PM ","Y4GP9 ",13,1,"two","two_110",332,1
"Hi friend! My name is Sarah, and I grew up in the mountain town of Asheville, NC. As a young girl, I grew up reading this book in my mother's arms, so I would really love to find a copy again! I know this book is hard to find, so would you accept $250 for it? Thank you!",111,"E5BG7 ","0","NUVBM ",1,0,"two","two_111",0,0
"Unfortunately this book worth much  more than what you are offering. I cannot sell it to you at this price. As you noted it is very difficult to find this book and I would not be willing to accept anything less than$400.",111,"NUVBM ","0","E5BG7 ",2,1,"two","two_111",10,0.0274725274725275
"Hi friend! ",111,"E5BG7 "," 8:46:37 PM ","NUVBM ",3,0,"two","two_111",20,0.0549450549450549
"Hello ",111,"NUVBM "," 8:46:42 PM ","E5BG7 ",4,1,"two","two_111",25,0.0686813186813187
"Thanks for your reply ||How long have you owned the book? ",111,"E5BG7 "," 8:46:44 PM ","NUVBM ",5,0,"two","two_111",27,0.0741758241758242
"Would you like to make another offer for the book? ||I just recently aquired it from a seller ",111,"NUVBM "," 8:47:11 PM ","E5BG7 ",6,1,"two","two_111",54,0.148351648351648
"Interesting ",111,"E5BG7 "," 8:47:44 PM ","NUVBM ",7,0,"two","two_111",87,0.239010989010989
"Indeed ",111,"NUVBM "," 8:47:55 PM ","E5BG7 ",8,1,"two","two_111",98,0.269230769230769
"So I am very interested, but $400 is more than I am able to pay ",111,"E5BG7 "," 8:47:58 PM ","NUVBM ",9,0,"two","two_111",101,0.277472527472527
"Is there anything else you would liek to know about the book? ||This book is available on the market for $400. You would be asking me to take a loss ",111,"NUVBM "," 8:48:07 PM ","E5BG7 ",10,1,"two","two_111",110,0.302197802197802
"I see ||Would you accept $300 for the book? ",111,"E5BG7 "," 8:48:55 PM ","NUVBM ",11,0,"two","two_111",158,0.434065934065934
"I am unable to take a loss of $100 ",111,"NUVBM "," 8:49:26 PM ","E5BG7 ",12,1,"two","two_111",189,0.519230769230769
"It would be a quick way to move your inventory, and you can know it is going to a good home! ||What about a prices of $350? ",111,"E5BG7 "," 8:49:29 PM ","NUVBM ",13,0,"two","two_111",192,0.527472527472527
"Unfortunatley I do not fall for sob storis only cold hard cash ||$350 is more appealing ",111,"NUVBM "," 8:49:48 PM ","E5BG7 ",14,1,"two","two_111",211,0.57967032967033
"Ok ok I understand ",111,"E5BG7 "," 8:50:07 PM ","NUVBM ",15,0,"two","two_111",230,0.631868131868132
"Could we meet in the middle and sell it for $375 ||This would be a real bargin for you ",111,"NUVBM "," 8:50:11 PM ","E5BG7 ",16,1,"two","two_111",234,0.642857142857143
"$350 is truly all I brought in my wallet ||I wasn't expecting to even spend this much on a *book* of all things ||Is $350 agreeable? ",111,"E5BG7 "," 8:50:32 PM ","NUVBM ",17,0,"two","two_111",255,0.700549450549451
"I'm not willing to take a loss of $50 unfortunatley ",111,"NUVBM "," 8:51:05 PM ","E5BG7 ",18,1,"two","two_111",288,0.791208791208791
"Ok, I will talk with my husband ||Ok - he says $375 is fair ||Let's do that ",111,"E5BG7 "," 8:51:25 PM ","NUVBM ",19,0,"two","two_111",308,0.846153846153846
"Sounds like a good deal to me ",111,"NUVBM "," 8:51:56 PM ","E5BG7 ",20,1,"two","two_111",339,0.931318681318681
"Great ||We are done I guess ",111,"E5BG7 "," 8:52:03 PM ","NUVBM ",21,0,"two","two_111",346,0.950549450549451
"Yeah I think so ||lol ",111,"NUVBM "," 8:52:21 PM ","E5BG7 ",22,1,"two","two_111",364,1
"Hi ",112,"UGAN7 "," 8:44:54 PM ","MZEDE ",3,1,"two","two_112",20,0.0376647834274953
"Hi ||what price are you offering? ",112,"MZEDE "," 8:45:13 PM ","UGAN7 ",4,0,"two","two_112",39,0.0734463276836158
"I'm offering $550, but I'm willing to negotiate. ",112,"UGAN7 "," 8:46:00 PM ","MZEDE ",5,1,"two","two_112",86,0.16195856873823
"That is too high ||How about 250? ",112,"MZEDE "," 8:46:44 PM ","UGAN7 ",6,0,"two","two_112",130,0.244821092278719
"That would still be too low. Does $475 work? ",112,"UGAN7 "," 8:47:18 PM ","MZEDE ",7,1,"two","two_112",164,0.308851224105461
"Still out of my budget ",112,"MZEDE "," 8:48:03 PM ","UGAN7 ",8,0,"two","two_112",209,0.393596986817326
"Do you have a counteroffer? ",112,"UGAN7 "," 8:48:37 PM ","MZEDE ",9,1,"two","two_112",243,0.457627118644068
"I can go 310 max ",112,"MZEDE "," 8:49:14 PM ","UGAN7 ",10,0,"two","two_112",280,0.527306967984934
"That would be enough for me unfortunately. ||*wouldn't ",112,"UGAN7 "," 8:49:39 PM ","MZEDE ",11,1,"two","two_112",305,0.574387947269303
"Oh ",112,"MZEDE "," 8:50:18 PM ","UGAN7 ",12,0,"two","two_112",344,0.647834274952919
"If that's your final offer, I'll have to decline the sale. ",112,"UGAN7 "," 8:50:27 PM ","MZEDE ",13,1,"two","two_112",353,0.664783427495292
"Is there a counter offer? ",112,"MZEDE "," 8:51:02 PM ","UGAN7 ",14,0,"two","two_112",388,0.730696798493409
"$450 ",112,"UGAN7 "," 8:51:16 PM ","MZEDE ",15,1,"two","two_112",402,0.757062146892655
"Its out of my budget ",112,"MZEDE "," 8:51:37 PM ","UGAN7 ",16,0,"two","two_112",423,0.796610169491525
"Counteroffer? ",112,"UGAN7 "," 8:52:39 PM ","MZEDE ",17,1,"two","two_112",485,0.913370998116761
"390 is my last offer ",112,"MZEDE "," 8:52:44 PM ","UGAN7 ",18,0,"two","two_112",490,0.922787193973635
"Make it $400, and we've got a deal ",112,"UGAN7 "," 8:53:04 PM ","MZEDE ",19,1,"two","two_112",510,0.96045197740113
"400 sounds good ",112,"MZEDE "," 8:53:18 PM ","UGAN7 ",20,0,"two","two_112",524,0.986817325800377
"Okay. ",112,"UGAN7 "," 8:53:25 PM ","MZEDE ",21,1,"two","two_112",531,1
"Hey! I love this book and I would be really interested in buying it. I can pay $250",113,"8TV58 ","0","PQ4DK ",1,0,"two","two_113",0,0
"Hey! You seem like a person I would really want to have this book. Since it has a market value of 600 dollars, I wanted to at least break even, but I am happy to give it to you for 500 dollars.",113,"PQ4DK ","0","8TV58 ",2,1,"two","two_113",10,0.0294117647058824
"hey ",113,"PQ4DK "," 8:48:06 PM ","8TV58 ",3,1,"two","two_113",20,0.0588235294117647
"Hey ",113,"8TV58 "," 8:48:30 PM ","PQ4DK ",4,0,"two","two_113",44,0.129411764705882
"what do you think of my offer? ",113,"PQ4DK "," 8:48:39 PM ","8TV58 ",5,1,"two","two_113",53,0.155882352941176
"I unfortunately cannot pay that much money but it is true that I really want the book ",113,"8TV58 "," 8:49:47 PM ","PQ4DK ",6,0,"two","two_113",121,0.355882352941176
"how much are you willing to pay? ",113,"PQ4DK "," 8:50:04 PM ","8TV58 ",7,1,"two","two_113",138,0.405882352941176
"I am willing to pay more than 250 but not 500 ||i was thinking something closer to 300 ",113,"8TV58 "," 8:50:15 PM ","PQ4DK ",8,0,"two","two_113",149,0.438235294117647
"how about 400 ",113,"PQ4DK "," 8:50:30 PM ","8TV58 ",9,1,"two","two_113",164,0.482352941176471
"400 is still a bit to much for me unfortunately ",113,"8TV58 "," 8:51:18 PM ","PQ4DK ",10,0,"two","two_113",212,0.623529411764706
"so i originally bought the book for 375 dollars, i am willing to go that low ",113,"PQ4DK "," 8:51:26 PM ","8TV58 ",11,1,"two","two_113",220,0.647058823529412
"350? ",113,"8TV58 "," 8:51:32 PM ","PQ4DK ",12,0,"two","two_113",226,0.664705882352941
"if we go 375, then i break even and you get a book valued at 600 dollars ||win win situation ",113,"PQ4DK "," 8:52:07 PM ","8TV58 ",13,1,"two","two_113",261,0.767647058823529
"ok, i can make the effort. lets make it 375 then ",113,"8TV58 "," 8:52:58 PM ","PQ4DK ",14,0,"two","two_113",312,0.917647058823529
"cool! 375 it is! ||pleasure doing business with you ",113,"PQ4DK "," 8:53:14 PM ","8TV58 ",15,1,"two","two_113",328,0.964705882352941
"same here ",113,"8TV58 "," 8:53:26 PM ","PQ4DK ",16,0,"two","two_113",340,1
"I'd like to buy your book for $250.",114,"R7RXA ","0","YBV7V ",1,0,"two","two_114",0,0
"This is a lovely book isn't it and it took me years to find it! I have some bids online for $300. Would you be willing to match this price?",114,"YBV7V ","0","R7RXA ",2,1,"two","two_114",10,0.0202020202020202
